qid,query,query_stance,topic,age_group,gender,activity,activity_type,stance,geolocation,geo_temperature,normalized_smm
37,anti vaccine,1,vaccines,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
37,anti vaccine,1,vaccines,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
37,anti vaccine,1,vaccines,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
37,anti vaccine,1,vaccines,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
37,anti vaccine,1,vaccines,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
38,anti vaccination,1,vaccines,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-1
39,vaccine debate,0,vaccines,2,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,2,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,4,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,1,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,2,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,1,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,2,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,3,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,3,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,3,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,4,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,4,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,2,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,3,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.6
39,vaccine debate,0,vaccines,1,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,4,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,1,Female,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,3,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,1,Female,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,4,Male,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,4,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,3,Male,Watch,Demographics,promoting,us-east1-b (South Carolina),,-0.545454545
39,vaccine debate,0,vaccines,1,Male,Watch,Demographics,debunking,us-east1-b (South Carolina),,-0.509090909
39,vaccine debate,0,vaccines,2,Female,Watch,Demographics,neutral,us-east1-b (South Carolina),,-0.509090909
0,9/11,0,911,,,Search,Geolocation,,Georgia,cold,0
0,9/11,0,911,,,Search,Geolocation,,Ohio,hot,0
1,9/11 footage ground zero,0,911,,,Search,Geolocation,,Georgia,cold,0
1,9/11 footage ground zero,0,911,,,Search,Geolocation,,Ohio,hot,0
2,9/11 inside job,1,911,,,Search,Geolocation,,Ohio,hot,-0.236363636
2,9/11 inside job,1,911,,,Search,Geolocation,,Georgia,cold,-0.309090909
3,9/11 calls from plane,0,911,,,Search,Geolocation,,Ohio,hot,0
3,9/11 calls from plane,0,911,,,Search,Geolocation,,Georgia,cold,0
4,9/11 tribute,0,911,,,Search,Geolocation,,Ohio,hot,0
4,9/11 tribute,0,911,,,Search,Geolocation,,Georgia,cold,0
5,9/11 conspiracy,1,911,,,Search,Geolocation,,Georgia,cold,0
5,9/11 conspiracy,1,911,,,Search,Geolocation,,Ohio,hot,0
6,9/11 conspiracy theory shawn dawson,1,911,,,Search,Geolocation,,Georgia,cold,0.018181818
6,9/11 conspiracy theory shawn dawson,1,911,,,Search,Geolocation,,Ohio,hot,0.018181818
7,9/11 conspiracy debunked,-1,911,,,Search,Geolocation,,Georgia,cold,-0.454545455
7,9/11 conspiracy debunked,-1,911,,,Search,Geolocation,,Ohio,hot,-0.527272727
8,9/11 conspiracy shane,1,911,,,Search,Geolocation,,Georgia,cold,0
8,9/11 conspiracy shane,1,911,,,Search,Geolocation,,Ohio,hot,0
9,conspiracy theories,1,911,,,Search,Geolocation,,Georgia,cold,-0.6
9,conspiracy theories,1,911,,,Search,Geolocation,,Ohio,hot,-0.618181818
10,conspiracy theories 9/11,1,911,,,Search,Geolocation,,Georgia,cold,0
10,conspiracy theories 9/11,1,911,,,Search,Geolocation,,Ohio,hot,-0.018181818
11,Chemtrail,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,-0.236363636
11,Chemtrail,1,chemtrails,,,Search,Geolocation,,Montana,hot,-0.254545455
12,chemtrail pilot speaks out,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,1
12,chemtrail pilot speaks out,1,chemtrails,,,Search,Geolocation,,Montana,hot,1
13,chemtrail documentary,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,1
13,chemtrail documentary,1,chemtrails,,,Search,Geolocation,,Montana,hot,1
14,chemtrail plane up close,1,chemtrails,,,Search,Geolocation,,Montana,hot,1
14,chemtrail plane up close,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,1
15,chemtrail pilot,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,0.945454545
15,chemtrail pilot,1,chemtrails,,,Search,Geolocation,,Montana,hot,0.145454545
16,Chemtrail 2018,1,chemtrails,,,Search,Geolocation,,Montana,hot,0.890909091
16,Chemtrail 2018,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,0.981818182
17,chemtrail whistleblower,1,chemtrails,,,Search,Geolocation,,Montana,hot,1
17,chemtrail whistleblower,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,1
18,Chemtrail flu,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,1
18,Chemtrail flu,1,chemtrails,,,Search,Geolocation,,Montana,hot,1
19,Chemtrails,1,chemtrails,,,Search,Geolocation,,Montana,hot,-0.272727273
19,Chemtrails,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,-0.272727273
20,chemtrails exposed,1,chemtrails,,,Search,Geolocation,,Montana,hot,0.290909091
20,chemtrails exposed,1,chemtrails,,,Search,Geolocation,,NewJersey,cold,0.290909091
21,flat earth,0,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.636363636
21,flat earth,0,flatearth,,,Search,Geolocation,,Montana,hot,-0.654545455
22,flat earth paradise,1,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.036363636
22,flat earth paradise,1,flatearth,,,Search,Geolocation,,Montana,hot,-0.036363636
23,flat earth british,1,flatearth,,,Search,Geolocation,,Montana,hot,-0.272727273
23,flat earth british,1,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.272727273
24,flat earth brothers channel,1,flatearth,,,Search,Geolocation,,Montana,hot,0.290909091
24,flat earth brothers channel,1,flatearth,,,Search,Geolocation,,NewJersey,cold,0.290909091
25,earth is flat,1,flatearth,,,Search,Geolocation,,Montana,hot,-0.618181818
25,earth is flat,1,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.654545455
26,is the earth flat,0,flatearth,,,Search,Geolocation,,Montana,hot,-0.690909091
26,is the earth flat,0,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.690909091
27,flat earth proof,1,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.636363636
27,flat earth proof,1,flatearth,,,Search,Geolocation,,Montana,hot,-0.636363636
28,flat earth conspiracy,-1,flatearth,,,Search,Geolocation,,NewJersey,cold,-0.690909091
28,flat earth conspiracy,-1,flatearth,,,Search,Geolocation,,Montana,hot,-0.690909091
29,Vaccines,0,vaccines,,,Search,Geolocation,,Montana,hot,-1
29,Vaccines,0,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-1
30,Vaccines revealed,1,vaccines,,,Search,Geolocation,,Montana,hot,0.6
30,Vaccines revealed,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,0.6
31,Vaccines are toxic,1,vaccines,,,Search,Geolocation,,Montana,hot,-0.454545455
31,Vaccines are toxic,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.454545455
32,Vaccines for babies,0,vaccines,,,Search,Geolocation,,Montana,hot,-1
32,Vaccines for babies,0,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-1
33,Vaccines calling the shots,0,vaccines,,,Search,Geolocation,,Montana,hot,-0.654545455
33,Vaccines calling the shots,0,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.654545455
34,vaccines penn and teller,-1,vaccines,,,Search,Geolocation,,Montana,hot,-0.709090909
34,vaccines penn and teller,-1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.709090909
35,anti vaxxers,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.618181818
35,anti vaxxers,1,vaccines,,,Search,Geolocation,,Montana,hot,-0.581818182
36,anti vax,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.527272727
36,anti vax,1,vaccines,,,Search,Geolocation,,Montana,hot,-0.509090909
37,anti vaccine,1,vaccines,,,Search,Geolocation,,Montana,hot,-1
37,anti vaccine,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-1
38,anti vaccination,1,vaccines,,,Search,Geolocation,,Montana,hot,-1
38,anti vaccination,1,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-1
39,vaccine debate,0,vaccines,,,Search,Geolocation,,Montana,hot,-0.618181818
39,vaccine debate,0,vaccines,,,Search,Geolocation,,SouthCarolina,cold,-0.618181818
40,moon landing,0,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.290909091
40,moon landing,0,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.290909091
41,moon landing steph curry,1,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.618181818
41,moon landing steph curry,1,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.618181818
42,moon landing china,0,moonlanding,,,Search,Geolocation,,Georgia,cold,0
42,moon landing china,0,moonlanding,,,Search,Geolocation,,Ohio,hot,0
43,moon landing song,0,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.545454545
43,moon landing song,0,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.545454545
44,moon landing audio,0,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.036363636
44,moon landing audio,0,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.036363636
45,moon landing fake,1,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.527272727
45,moon landing fake,1,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.509090909
46,moon landing conspiracy,1,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.8
46,moon landing conspiracy,1,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.8
47,moon,0,moonlanding,,,Search,Geolocation,,Ohio,hot,0.109090909
47,moon,0,moonlanding,,,Search,Geolocation,,Georgia,cold,0.127272727
48,moon hoax,1,moonlanding,,,Search,Geolocation,,Georgia,cold,-0.618181818
48,moon hoax,1,moonlanding,,,Search,Geolocation,,Ohio,hot,-0.618181818
0,9/11,0,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,0
0,9/11,0,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,0
1,9/11 footage ground zero,0,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,0
2,9/11 inside job,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
2,9/11 inside job,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.290909091
3,9/11 calls from plane,0,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,0
3,9/11 calls from plane,0,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,0
4,9/11 tribute,0,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
4,9/11 tribute,0,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
5,9/11 conspiracy,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
5,9/11 conspiracy,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.109090909
6,9/11 conspiracy theory shawn dawson,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,0.327272727
6,9/11 conspiracy theory shawn dawson,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,0.181818182
7,9/11 conspiracy debunked,-1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
7,9/11 conspiracy debunked,-1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.454545455
8,9/11 conspiracy shane,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.090909091
8,9/11 conspiracy shane,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
8,9/11 conspiracy shane,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
9,conspiracy theories,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.327272727
9,conspiracy theories,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
9,conspiracy theories,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.363636364
10,conspiracy theories 9/11,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
10,conspiracy theories 9/11,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.145454545
11,Chemtrail,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.254545455
11,Chemtrail,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.272727273
11,Chemtrail,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.254545455
12,chemtrail pilot speaks out,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,1
12,chemtrail pilot speaks out,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,1
13,chemtrail documentary,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,1
14,chemtrail plane up close,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,1
15,chemtrail pilot,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
15,chemtrail pilot,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
15,chemtrail pilot,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
15,chemtrail pilot,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.127272727
15,chemtrail pilot,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
15,chemtrail pilot,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
15,chemtrail pilot,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
15,chemtrail pilot,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,-0.181818182
16,Chemtrail 2018,1,all,3,Female,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,3,Male,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,0.927272727
16,Chemtrail 2018,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,1
16,Chemtrail 2018,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,4,Male,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,2,Female,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,1,Female,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,2,Male,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,4,Female,Search,Demographics,,us-east1-b (South Carolina),,1
17,chemtrail whistleblower,1,all,1,Male,Search,Demographics,,us-east1-b (South Carolina),,1
